experiment,data_type,system,use_case,algorithm,latency_us,throughput_gbps,congestion,slowdown_factor,avg_hops,strategy,communication_cost,cost_reduction,scheduler,makespan,avg_wait_time,utilization,jobs_completed,energy_kwh,avg_power_kw,co2_kg,pflops,rl_reward,scenario,compute_power_mw,total_power_mw,peak_power_mw,avg_pflops,efficiency_gflops_w,rpeak_pflops,pattern,num_ranks
synth_ring_64,synthetic,frontier,scheduling,,,,,,,,,,sjf,17300.0,7.6923076923076925,0.17941532573035462,13.0,51.6970101750687,10.75775934278886,18.09395356127404,0.0022739816044368066,,,,,,,,,ring,64.0
synth_ring_64,synthetic,frontier,scheduling,,,,,,,,,,rl,12820.0,13.333333333333334,0.0,3.0,0.0,0.0,0.0,0.0,-82.81000000000513,,,,,,,,ring,64.0
synth_ring_64,synthetic,frontier,power,,,,,,,,,,,,,,,1604.7300161627322,,561655.5056569562,,,baseline,2.888514029092918,3.4662168349115015,8.689348187234044,116.8802789161297,40463.80863617743,1018.24,ring,64.0
synth_ring_64,synthetic,frontier,power,,,,,,,,,,,,,,,1604.1559279347885,,561454.5747771759,,,power_cap,2.8874806702826192,3.464976804339143,8.615830314893618,116.87938424494922,40477.979800124296,1018.24,ring,64.0
synth_ring_64,synthetic,frontier,power,,,,,,,,,,,,,,,1513.9391874893392,,529878.7156212687,,,frequency_scaling,2.7250905374808108,3.2701086449769727,8.689348187234044,94.6184002139992,34721.195098885946,1018.24,ring,64.0
synth_ring_64,synthetic,frontier,power,,,,,,,,,,,,,,,1365.4769950470911,,477916.94826648186,,,job_packing,2.4578585910847637,2.9494303093017167,7.594524434042554,114.24778656987387,46482.652413071155,1018.24,ring,64.0
synth_all-to-all_256,synthetic,lassen,routing,minimal,80.75,12.5,0.00204,1.0,3.5,,,,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,routing,ecmp,81.0,12.5,0.00204,1.0,4.0,,,,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,placement,,,,,,,contiguous,130560000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,placement,,,,,,,random,130560000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,placement,,,,,,,locality,130560000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,placement,,,,,,,spectral,130560000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,scheduling,,,,,,,,,,fcfs,19000.0,0.0,1.3217288011695907,13.0,162.69621862816763,30.826651950600187,65.07848745126705,0.018052700657894744,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,scheduling,,,,,,,,,,backfill,19000.0,0.0,1.3217288011695907,13.0,162.69621862816763,30.826651950600187,65.07848745126705,0.018052700657894744,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,scheduling,,,,,,,,,,sjf,19000.0,0.0,1.3217288011695907,13.0,162.69621862816763,30.826651950600187,65.07848745126705,0.018052700657894744,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,scheduling,,,,,,,,,,rl,7700.0,47.27272727272727,0.0,11.0,0.0,0.0,0.0,0.0,-34.80999999999775,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,power,,,,,,,,,,,,,,,553.4917692403625,,221396.707696145,,,baseline,0.9962851846326525,1.2951707400224481,3.264698210526316,15.48644307355799,15544.186857770157,157.5936,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,power,,,,,,,,,,,,,,,553.3291383704094,,221331.65534816377,,,power_cap,0.995992449066737,1.294790183786758,3.2233346052631577,15.486036099722451,15548.34689181946,157.5936,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,power,,,,,,,,,,,,,,,523.4119864583477,,209364.79458333907,,,frequency_scaling,0.9421415756250258,1.2247840483125336,3.264698210526316,12.258633623089564,13011.45596399041,157.5936,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,power,,,,,,,,,,,,,,,466.98242950180804,,186792.97180072323,,,job_packing,0.8405683731032545,1.0927388850342308,2.827013184210527,15.133940836564292,18004.413823817824,157.5936,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,routing,minimal,40.675,25.0,0.00102,1.0,3.5,,,,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,routing,ugal,40.9,25.0,0.00102,1.0,4.2,,,,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,routing,valiant,41.125,25.0,0.00102,1.0,5.5,,,,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,placement,,,,,,,contiguous,179712000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,placement,,,,,,,random,179712000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,placement,,,,,,,locality,179712000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,placement,,,,,,,spectral,179712000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,scheduling,,,,,,,,,,fcfs,19000.0,0.0,0.6430032005689901,13.0,213.80042619081848,40.50955443615508,74.83014916678647,0.030561299119843528,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,scheduling,,,,,,,,,,backfill,19000.0,0.0,0.6430032005689901,13.0,213.80042619081848,40.50955443615508,74.83014916678647,0.030561299119843528,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,scheduling,,,,,,,,,,sjf,19000.0,0.0,0.6430032005689901,13.0,213.80042619081848,40.50955443615508,74.83014916678647,0.030561299119843528,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,scheduling,,,,,,,,,,rl,19000.0,18.333333333333332,0.0,13.0,0.0,0.0,0.0,0.0,74.81999999999893,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,power,,,,,,,,,,,,,,,1563.54496433803,,547240.7375183104,,,baseline,2.814380935808454,3.377257122970145,8.689348187234044,110.9560761995412,39424.68298722616,1018.24,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,power,,,,,,,,,,,,,,,1563.2318288414124,,547131.1400944943,,,power_cap,2.813817291914542,3.3765807502974505,8.615830314893618,110.95558820259095,39432.40683089837,1018.24,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,power,,,,,,,,,,,,,,,1469.218935265268,,514226.6273428438,,,frequency_scaling,2.644594083477483,3.173512900172979,8.689348187234044,87.82736762452137,33210.15053812479,1018.24,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,power,,,,,,,,,,,,,,,1328.6352046003994,,465022.3216101398,,,job_packing,2.3915433682807192,2.8698520419368627,7.594524434042554,108.47526937151389,45357.8516744594,1018.24,all-to-all,256.0
synth_stencil-3d_256,synthetic,lassen,routing,minimal,400.75,12.5,0.00024,1.0,3.5,,,,,,,,,,,,,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,lassen,routing,ecmp,401.0,12.5,0.00024,1.0,4.0,,,,,,,,,,,,,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,lassen,placement,,,,,,,contiguous,15360000000.0,0.0,,,,,,,,,,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,lassen,placement,,,,,,,random,15360000000.0,0.0,,,,,,,,,,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,lassen,placement,,,,,,,locality,20140000000.0,-0.31119791666666674,,,,,,,,,,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,lassen,placement,,,,,,,spectral,15360000000.0,0.0,,,,,,,,,,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,lassen,scheduling,,,,,,,,,,fcfs,7700.0,8.333333333333334,4.575892857142857,12.0,236.6953193530702,110.66274671052632,94.67812774122808,0.2187478125,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,lassen,scheduling,,,,,,,,,,backfill,7700.0,0.0,4.575892857142857,12.0,236.6953193530702,110.66274671052632,94.67812774122808,0.2187478125,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,lassen,scheduling,,,,,,,,,,sjf,7700.0,8.333333333333334,4.575892857142857,12.0,236.6953193530702,110.66274671052632,94.67812774122808,0.2187478125,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,lassen,scheduling,,,,,,,,,,rl,6720.0,26.0,0.0,10.0,0.0,0.0,0.0,0.0,-40.80999999999724,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,lassen,power,,,,,,,,,,,,,,,592.9607207213631,,237184.28828854527,,,baseline,1.0673292972984538,1.38752808648799,3.264698210526316,17.74816015305582,16628.570206007345,157.5936,stencil-3d,256.0
synth_stencil-3d_256,synthetic,lassen,power,,,,,,,,,,,,,,,592.3350615398741,,236934.02461594966,,,power_cap,1.0662031107717733,1.3860640440033054,3.2233346052631577,17.746594479104093,16644.66582381117,157.5936,stencil-3d,256.0
synth_stencil-3d_256,synthetic,lassen,power,,,,,,,,,,,,,,,565.5514810139414,,226220.59240557655,,,frequency_scaling,1.0179926658250944,1.3233904655726227,3.264698210526316,14.806922059718637,14545.21486922252,157.5936,stencil-3d,256.0
synth_stencil-3d_256,synthetic,lassen,power,,,,,,,,,,,,,,,502.0978064505478,,200839.12258021915,,,job_packing,0.903776051610986,1.1749088670942818,2.827013184210527,17.3448697209011,19191.557123010476,157.5936,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,routing,minimal,200.675,25.0,0.00012,1.0,3.5,,,,,,,,,,,,,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,routing,ugal,200.9,25.0,0.00012,1.0,4.2,,,,,,,,,,,,,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,routing,valiant,201.125,25.0,0.00012,1.0,5.5,,,,,,,,,,,,,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,placement,,,,,,,contiguous,17240000000.0,0.0,,,,,,,,,,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,placement,,,,,,,random,21230000000.0,-0.2314385150812064,,,,,,,,,,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,placement,,,,,,,locality,21260000000.0,-0.2331786542923433,,,,,,,,,,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,placement,,,,,,,spectral,17080000000.0,0.009280742459396807,,,,,,,,,,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,scheduling,,,,,,,,,,fcfs,7700.0,8.333333333333334,2.2261100386100385,12.0,307.55273130510835,143.79088736342726,107.64345595678792,0.3703167440878378,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,scheduling,,,,,,,,,,backfill,7700.0,0.0,2.2261100386100385,12.0,307.55273130510835,143.79088736342726,107.64345595678792,0.3703167440878378,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,scheduling,,,,,,,,,,sjf,7700.0,8.333333333333334,2.2261100386100385,12.0,307.55273130510835,143.79088736342726,107.64345595678792,0.3703167440878378,,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,scheduling,,,,,,,,,,rl,6640.0,1595.5555555555557,0.0,9.0,0.0,0.0,0.0,0.0,-46.80999999999726,,,,,,,,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,power,,,,,,,,,,,,,,,1679.2528385623662,,587738.4934968281,,,baseline,3.022655109412259,3.6271861312947107,8.689348187234044,127.13829948987488,42061.794974219316,1018.24,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,power,,,,,,,,,,,,,,,1678.0480867333326,,587316.8303566664,,,power_cap,3.020486556119999,3.6245838673439987,8.615830314893618,127.13642197926133,42091.3715777553,1018.24,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,power,,,,,,,,,,,,,,,1593.317205642083,,557661.021974729,,,frequency_scaling,2.8679709701557496,3.441565164186899,8.689348187234044,106.06691304902381,36983.258949536605,1018.24,stencil-3d,256.0
synth_stencil-3d_256,synthetic,frontier,power,,,,,,,,,,,,,,,1432.4496180787276,,501357.36632755457,,,job_packing,2.5784093125417096,3.0940911750500515,7.594524434042554,124.29117572719134,48204.594640045434,1018.24,stencil-3d,256.0
synth_nearest-neighbor_256,synthetic,lassen,routing,minimal,800.75,12.5,0.00016,1.0,3.5,,,,,,,,,,,,,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,lassen,routing,ecmp,801.0,12.5,0.00016,1.0,4.0,,,,,,,,,,,,,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,lassen,placement,,,,,,,contiguous,10240000000.0,0.0,,,,,,,,,,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,lassen,placement,,,,,,,random,10240000000.0,0.0,,,,,,,,,,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,lassen,placement,,,,,,,locality,15280000000.0,-0.4921875,,,,,,,,,,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,lassen,placement,,,,,,,spectral,10240000000.0,0.0,,,,,,,,,,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,lassen,scheduling,,,,,,,,,,fcfs,13400.0,0.0,2.1317565816749586,12.0,188.61209870197771,50.67190711396417,75.44483948079109,0.04755676068874378,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,lassen,scheduling,,,,,,,,,,backfill,13400.0,0.0,2.1317565816749586,12.0,188.61209870197771,50.67190711396417,75.44483948079109,0.04755676068874378,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,lassen,scheduling,,,,,,,,,,sjf,13400.0,0.0,2.1317565816749586,12.0,188.61209870197771,50.67190711396417,75.44483948079109,0.04755676068874378,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,lassen,scheduling,,,,,,,,,,rl,11920.0,15.555555555555555,0.0,9.0,0.0,0.0,0.0,0.0,-46.80999999999729,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,lassen,power,,,,,,,,,,,,,,,575.4985554491828,,230199.42217967316,,,baseline,1.035897399808529,1.346666619751088,3.264698210526316,16.756949106769376,16176.26331513783,157.5936,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,lassen,power,,,,,,,,,,,,,,,575.1022447300833,,230040.8978920333,,,power_cap,1.03518404051415,1.3457392526683947,3.2233346052631577,16.755957363360118,16186.452560684627,157.5936,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,lassen,power,,,,,,,,,,,,,,,547.0708285932667,,218828.3314373067,,,frequency_scaling,0.98472749146788,1.280145738908244,3.264698210526316,13.706418919572492,13918.996918773006,157.5936,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,lassen,power,,,,,,,,,,,,,,,486.70476879017986,,194681.90751607195,,,job_packing,0.8760685838223237,1.1388891589690209,2.827013184210527,16.379694506052644,18696.817587713685,157.5936,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,routing,minimal,400.675,25.0,8e-05,1.0,3.5,,,,,,,,,,,,,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,routing,ugal,400.9,25.0,8e-05,1.0,4.2,,,,,,,,,,,,,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,routing,valiant,401.125,25.0,8e-05,1.0,5.5,,,,,,,,,,,,,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,placement,,,,,,,contiguous,10320000000.0,0.0,,,,,,,,,,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,placement,,,,,,,random,13760000000.0,-0.33333333333333326,,,,,,,,,,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,placement,,,,,,,locality,16680000000.0,-0.6162790697674418,,,,,,,,,,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,placement,,,,,,,spectral,10320000000.0,0.0,,,,,,,,,,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,scheduling,,,,,,,,,,fcfs,13400.0,0.0,1.0370707694634933,12.0,247.15107519337823,66.39879632060908,86.50287631768238,0.08050852978298961,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,scheduling,,,,,,,,,,backfill,13400.0,0.0,1.0370707694634933,12.0,247.15107519337823,66.39879632060908,86.50287631768238,0.08050852978298961,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,scheduling,,,,,,,,,,sjf,13400.0,0.0,1.0370707694634933,12.0,247.15107519337823,66.39879632060908,86.50287631768238,0.08050852978298961,,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,scheduling,,,,,,,,,,rl,13420.0,18.181818181818183,0.0,12.0,0.0,0.0,0.0,0.0,69.7499999999998,,,,,,,,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,power,,,,,,,,,,,,,,,1627.7117067219024,,569699.0973526658,,,baseline,2.9298810720994246,3.515857286519309,8.689348187234044,120.02265441086747,40965.026039389544,1018.24,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,power,,,,,,,,,,,,,,,1626.948544831438,,569431.9906910033,,,power_cap,2.9285073806965887,3.5142088568359062,8.615830314893618,120.0214650833108,40983.835613472795,1018.24,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,power,,,,,,,,,,,,,,,1538.601601684685,,538510.5605896397,,,frequency_scaling,2.769482883032433,3.323379459638919,8.689348187234044,98.17288854289711,35448.093629451556,1018.24,nearest-neighbor,256.0
synth_nearest-neighbor_256,synthetic,frontier,power,,,,,,,,,,,,,,,1386.127940609797,,485144.7792134289,,,job_packing,2.4950302930976345,2.994036351717161,7.594524434042554,117.32621766125983,47023.96519426494,1018.24,nearest-neighbor,256.0
synth_ring_256,synthetic,lassen,routing,minimal,640.75,12.5,6.4e-05,1.0,3.5,,,,,,,,,,,,,,,,,,,,,ring,256.0
synth_ring_256,synthetic,lassen,routing,ecmp,641.0,12.5,6.4e-05,1.0,4.0,,,,,,,,,,,,,,,,,,,,,ring,256.0
synth_ring_256,synthetic,lassen,placement,,,,,,,contiguous,4096000000.0,0.0,,,,,,,,,,,,,,,,,,ring,256.0
synth_ring_256,synthetic,lassen,placement,,,,,,,random,4096000000.0,0.0,,,,,,,,,,,,,,,,,,ring,256.0
synth_ring_256,synthetic,lassen,placement,,,,,,,locality,6112000000.0,-0.4921875,,,,,,,,,,,,,,,,,,ring,256.0
synth_ring_256,synthetic,lassen,placement,,,,,,,spectral,4096000000.0,0.0,,,,,,,,,,,,,,,,,,ring,256.0
synth_ring_256,synthetic,lassen,scheduling,,,,,,,,,,fcfs,17300.0,7.6923076923076925,1.4838481454720616,13.0,168.10577660514133,34.981548888931144,67.24231064205654,0.02296925704479769,,,,,,,,,ring,256.0
synth_ring_256,synthetic,lassen,scheduling,,,,,,,,,,backfill,17300.0,0.0,1.4838481454720616,13.0,168.10577660514133,34.981548888931144,67.24231064205654,0.02296925704479769,,,,,,,,,ring,256.0
synth_ring_256,synthetic,lassen,scheduling,,,,,,,,,,sjf,17300.0,7.6923076923076925,1.4838481454720616,13.0,168.10577660514133,34.981548888931144,67.24231064205654,0.02296925704479769,,,,,,,,,ring,256.0
synth_ring_256,synthetic,lassen,scheduling,,,,,,,,,,rl,15680.0,637.5,0.0,8.0,0.0,0.0,0.0,0.0,-52.809999999997295,,,,,,,,ring,256.0
synth_ring_256,synthetic,lassen,power,,,,,,,,,,,,,,,567.7671003352488,,227106.8401340995,,,baseline,1.0219807806034478,1.3285750147844824,3.264698210526316,16.320722273599532,15969.695891895984,157.5936,ring,256.0
synth_ring_256,synthetic,lassen,power,,,,,,,,,,,,,,,567.4689414669749,,226987.57658678998,,,power_cap,1.0214440946405547,1.3278773230327212,3.2233346052631577,16.319976149212092,15977.356210527681,157.5936,ring,256.0
synth_ring_256,synthetic,lassen,power,,,,,,,,,,,,,,,538.796925594783,,215518.77023791324,,,frequency_scaling,0.9698344660706094,1.2607848058917923,3.264698210526316,13.211982942379732,13622.925771971713,157.5936,ring,256.0
synth_ring_256,synthetic,lassen,power,,,,,,,,,,,,,,,479.85717853997977,,191942.87141599192,,,job_packing,0.8637429213719636,1.1228657977835528,2.827013184210527,15.953765254974792,18470.50188224285,157.5936,ring,256.0
synth_ring_256,synthetic,frontier,routing,minimal,320.675,25.0,3.2e-05,1.0,3.5,,,,,,,,,,,,,,,,,,,,,ring,256.0
synth_ring_256,synthetic,frontier,routing,ugal,320.9,25.0,3.2e-05,1.0,4.2,,,,,,,,,,,,,,,,,,,,,ring,256.0
synth_ring_256,synthetic,frontier,routing,valiant,321.125,25.0,3.2e-05,1.0,5.5,,,,,,,,,,,,,,,,,,,,,ring,256.0
synth_ring_256,synthetic,frontier,placement,,,,,,,contiguous,4128000000.0,0.0,,,,,,,,,,,,,,,,,,ring,256.0
synth_ring_256,synthetic,frontier,placement,,,,,,,random,5696000000.0,-0.3798449612403101,,,,,,,,,,,,,,,,,,ring,256.0
synth_ring_256,synthetic,frontier,placement,,,,,,,locality,6672000000.0,-0.6162790697674418,,,,,,,,,,,,,,,,,,ring,256.0
synth_ring_256,synthetic,frontier,placement,,,,,,,spectral,4128000000.0,0.0,,,,,,,,,,,,,,,,,,ring,256.0
synth_ring_256,synthetic,frontier,scheduling,,,,,,,,,,fcfs,17300.0,7.6923076923076925,0.7218720707701922,13.0,220.7826588906061,45.94321225469259,77.27393061171213,0.038884505338521336,,,,,,,,,ring,256.0
synth_ring_256,synthetic,frontier,scheduling,,,,,,,,,,backfill,17300.0,0.0,0.7218720707701922,13.0,220.7826588906061,45.94321225469259,77.27393061171213,0.038884505338521336,,,,,,,,,ring,256.0
synth_ring_256,synthetic,frontier,scheduling,,,,,,,,,,sjf,17300.0,7.6923076923076925,0.7218720707701922,13.0,220.7826588906061,45.94321225469259,77.27393061171213,0.038884505338521336,,,,,,,,,ring,256.0
synth_ring_256,synthetic,frontier,scheduling,,,,,,,,,,rl,16820.0,26.666666666666668,0.0,12.0,0.0,0.0,0.0,0.0,-28.809999999999867,,,,,,,,ring,256.0
synth_ring_256,synthetic,frontier,power,,,,,,,,,,,,,,,1604.7300161627322,,561655.5056569562,,,baseline,2.888514029092918,3.4662168349115015,8.689348187234044,116.8802789161297,40463.80863617743,1018.24,ring,256.0
synth_ring_256,synthetic,frontier,power,,,,,,,,,,,,,,,1604.1559279347885,,561454.5747771759,,,power_cap,2.8874806702826192,3.464976804339143,8.615830314893618,116.87938424494922,40477.979800124296,1018.24,ring,256.0
synth_ring_256,synthetic,frontier,power,,,,,,,,,,,,,,,1513.9391874893392,,529878.7156212687,,,frequency_scaling,2.7250905374808108,3.2701086449769727,8.689348187234044,94.6184002139992,34721.195098885946,1018.24,ring,256.0
synth_ring_256,synthetic,frontier,power,,,,,,,,,,,,,,,1365.4769950470911,,477916.94826648186,,,job_packing,2.4578585910847637,2.9494303093017167,7.594524434042554,114.24778656987387,46482.652413071155,1018.24,ring,256.0
